Order,Sales_in_thousands,Vehicle_type,Order Date,dealership,color,Power_perf_factor,Fuel_efficiency,Fuel_capacity,Engine_size,Horsepower,Wheelbase,Width,Length,Price_in_lakhs
4100437,11.71,car,2022-10-08,"232, Boston, MA, 02215",#772bc0,182.51843,27.3,25,3.48,195,85.35,78.69,171.63,19.36L
4100438,3.36,passenger,2022-07-04,"324, San Francisco, CA, 94016",#3f6224,58.29747,26.1,19,5.78,240,103.9,69.36,203.44,9.43L
4100439,15.25,passenger,2022-10-17,"720, San Francisco, CA, 94016",#9a95c5,82.38092,24.3,19,4.94,179,99.19,75.87,266.95,25.76L
4100441,12.61,passenger,2022-12-19,"680, Atlanta, GA, 30301",#b4f40b,70.75027,24.1,16,1.28,183,93.7,72.69,245.14,13.47L
4100444,9.53,car,2022-08-14,"987, San Francisco, CA, 94016",#373c2d,168.73831,29.5,24,4.05,165,109.54,87.12,202.43,27.51L
4100445,17.09,car,2022-10-16,"521, San Francisco, CA, 94016",#1c9432,40.25639,28.2,25,4.82,247,109.41,79.07,252.81,18.01L
4100446,3.17,passenger,2022-08-15,"633, San Francisco, CA, 94016",#175763,148.09529,28.1,17,5.57,208,104.46,79.72,218.67,20.57L
4100447,15.34,car,2022-07-25,"418, San Francisco, CA, 94016",#c35464,136.34498,27.5,20,4.23,167,84.97,68.04,294.7,16.48L
4100448,16.71,passenger,2022-09-05,"397, San Francisco, CA, 94016",#78701c,82.64166,18.6,25,4.87,230,93.78,83.39,274.67,22.69L
4100452,16.82,car,2022-07-26,"731, San Francisco, CA, 94016",#f10223,125.16486,19.5,17,5.22,187,100.5,77.21,283.47,22.11L
4100454,11.24,car,2022-09-23,"182, New York City, NY, 10001",#1b0724,105.12165,21.8,24,3.82,165,88.96,80.37,234.84,17.44L
4100458,16.03,car,2022-07-16,"622, New York City, NY, 10001",#271328,160.67792,18.0,18,6.0,267,95.6,71.09,241.5,16.12L
4100460,19.81,passenger,2022-07-12,"552, Los Angeles, CA, 90001",#d989f2,35.88315,22.0,20,5.88,203,98.73,67.24,267.89,3.85L
4100462,3.14,car,2022-12-09,"624, Boston, MA, 02215",#351a30,180.9439,20.7,23,2.11,190,105.08,73.1,206.35,27.20L
4100463,7.50,passenger,2022-12-16,"288, San Francisco, CA, 94016",#59f107,86.6411,25.5,15,3.9,175,106.8,65.87,184.97,21.88L
4100464,17.04,car,2022-07-09,"799, Dallas, TX, 75001",#277aa0,158.96406,22.6,21,3.07,198,105.87,74.97,172.12,26.05L
4100469,15.46,car,2022-07-26,"397, New York City, NY, 10001",#dbfd3f,148.5198,29.3,15,5.32,178,94.86,85.54,255.74,8.32L
4100470,7.74,passenger,2022-12-24,"283, Seattle, WA, 98101",#b057af,112.98484,26.8,18,2.85,185,109.17,69.21,228.18,17.65L
4100475,15.12,car,2022-08-22,"701, New York City, NY, 10001",#856867,85.04289,26.1,23,2.43,164,109.0,86.64,295.36,26.44L
4100479,8.28,car,2022-07-07,"612, San Francisco, CA, 94016",#72a83f,79.31727,26.2,28,3.25,152,98.07,85.81,295.47,13.98L
4100483,13.87,car,2022-07-14,"122, Boston, MA, 02215",#f285b0,78.88614,24.2,18,2.91,231,86.51,83.31,193.78,22.00L
4100485,18.44,car,2022-11-03,"575, San Francisco, CA, 94016",#4d74f6,88.10062,16.5,19,2.27,206,102.17,79.31,160.1,4.15L
4100486,16.61,passenger,2022-12-26,"779, San Francisco, CA, 94016",#f524ca,138.07672,29.1,20,5.78,195,105.13,81.0,204.53,12.71L
4100487,13.67,passenger,2022-11-28,"627, San Francisco, CA, 94016",#ce7220,61.12779,21.0,25,2.93,194,109.05,64.76,160.9,11.83L
4100489,6.95,passenger,2022-09-03,"181, San Francisco, CA, 94016",#b673b4,116.00956,28.0,26,3.55,156,90.07,79.85,252.63,17.52L
4100491,17.30,car,2022-09-10,"412, San Francisco, CA, 94016",#fcf9ee,132.24662,23.3,23,2.51,186,95.5,70.94,273.71,8.15L
4100493,7.99,car,2022-10-10,"686, Los Angeles, CA, 90001",#e99f3e,179.58246,16.9,20,1.21,202,80.63,68.35,264.47,13.91L
4100498,16.19,car,2022-12-22,"74, Boston, MA, 02215",#df2cf2,31.94638,18.8,18,4.44,182,103.52,67.64,223.68,16.83L
4100508,8.17,car,2022-11-19,"243, San Francisco, CA, 94016",#3602c6,150.75314,18.0,26,2.59,183,92.31,86.76,209.75,6.99L
4100511,7.70,passenger,2022-11-13,"918, New York City, NY, 10001",#0fa7e9,166.77592,23.4,15,1.93,161,100.48,73.5,232.29,6.27L
4100512,6.83,car,2022-08-08,"207, Atlanta, GA, 30301",#066a4c,179.63955,22.0,17,5.7,208,83.71,87.64,175.36,23.01L
4100513,5.20,passenger,2022-07-25,"143, Los Angeles, CA, 90001",#0b109e,53.85395,23.1,28,5.17,235,83.24,80.92,235.9,4.15L
4100514,16.05,passenger,2022-07-02,"542, New York City, NY, 10001",#335920,65.01474,21.8,21,1.14,178,90.41,80.77,274.17,4.70L
4100516,8.49,passenger,2022-12-09,"338, New York City, NY, 10001",#4b198b,170.12331,16.3,18,4.83,231,94.88,69.01,250.6,28.03L
4100520,18.96,car,2022-11-12,"874, Seattle, WA, 98101",#4fe8bc,108.62861,20.9,25,4.46,258,94.47,68.37,196.74,21.31L
4100522,12.33,car,2022-10-15,"729, Los Angeles, CA, 90001",#4cbb71,167.47544,23.4,23,3.93,191,81.51,73.37,195.5,7.59L
4100524,16.85,passenger,2022-12-06,"41, San Francisco, CA, 94016",#319dd6,153.97557,16.8,23,4.7,277,108.38,85.35,168.33,29.23L
4100528,6.64,car,2022-07-07,"886, Dallas, TX, 75001",#d85ed2,187.16128,21.8,21,5.48,160,102.1,87.53,286.99,19.01L
4100530,11.48,passenger,2022-11-17,"162, Los Angeles, CA, 90001",#bb2a04,39.8182,22.8,15,2.06,150,95.72,85.98,214.76,4.54L
4100542,11.77,passenger,2022-11-01,"426, New York City, NY, 10001",#70c4a4,154.57033,22.5,15,1.13,150,89.91,82.07,251.74,13.36L
4100546,16.69,passenger,2022-09-28,"397, New York City, NY, 10001",#b1ceff,98.86951,20.8,22,3.27,188,103.79,77.69,201.9,11.08L
4100556,15.14,car,2022-11-04,"587, New York City, NY, 10001",#7e0a56,90.03426,25.7,20,5.44,200,92.36,65.38,270.07,17.65L
4100557,14.46,car,2022-11-04,"279, Boston, MA, 02215",#411c9c,137.12203,26.6,22,4.72,209,98.71,81.81,292.07,17.38L
4100562,16.25,car,2022-08-27,"783, Atlanta, GA, 30301",#41aad8,135.26621,15.8,27,1.08,272,87.08,74.87,215.2,16.44L
4100563,7.00,car,2022-08-21,"397, Portland, OR, 97035",#eca8de,157.79888,26.5,18,4.06,168,105.89,81.67,243.82,5.19L
4100566,11.78,car,2022-11-09,"433, Portland, OR, 97035",#84dc17,141.04725,25.5,21,3.13,251,105.34,76.51,174.71,8.91L
4100567,11.35,passenger,2022-11-15,"121, Dallas, TX, 75001",#72377d,79.88133,21.3,15,3.86,253,104.42,85.27,272.15,7.60L
4100569,18.60,passenger,2022-11-04,"183, Austin, TX, 73301",#1b926c,40.41928,20.7,20,2.81,248,80.47,69.43,173.14,20.79L
4100570,18.25,passenger,2022-08-02,"529, Los Angeles, CA, 90001",#1081fa,131.29839,23.2,18,1.79,228,88.33,62.32,168.46,9.36L
4100571,5.54,car,2022-07-04,"574, Boston, MA, 02215",#8b4cdd,173.7954,20.5,15,2.68,171,88.33,63.32,299.57,7.97L
4100573,8.98,passenger,2022-07-05,"789, New York City, NY, 10001",#dc13ce,144.99993,17.6,16,1.58,194,90.48,82.53,172.51,27.65L
4100574,6.91,car,2022-10-08,"991, Los Angeles, CA, 90001",#3ffd3f,144.4801,16.9,23,3.45,153,93.68,78.49,219.31,7.38L
4100575,5.11,car,2022-10-01,"361, Dallas, TX, 75001",#f6f2fe,184.01242,18.0,26,1.66,270,106.89,64.99,275.77,9.16L
4100577,12.86,car,2022-08-16,"758, Atlanta, GA, 30301",#67de60,132.46168,29.4,26,2.06,255,94.91,89.22,250.17,19.82L
4100580,18.91,car,2022-09-02,"29, San Francisco, CA, 94016",#df6fa2,139.21392,17.6,22,2.21,268,94.87,82.18,272.75,28.53L
4100584,5.60,car,2022-12-02,"698, Seattle, WA, 98101",#68f478,48.69362,17.3,19,1.47,261,82.81,65.31,173.66,5.11L
4100585,13.82,passenger,2022-12-14,"188, San Francisco, CA, 94016",#05223b,95.70243,22.4,22,4.25,211,107.8,74.19,181.83,14.47L
4100586,11.88,car,2022-10-03,"290, Atlanta, GA, 30301",#28ab28,41.45978,20.0,22,5.7,199,104.91,77.65,214.35,19.84L
4100588,13.19,passenger,2022-10-05,"37, Boston, MA, 02215",#e22fee,87.0726,27.1,20,3.19,174,80.03,64.56,176.83,12.93L
4100599,18.03,passenger,2022-07-16,"673, Seattle, WA, 98101",#2fa9a5,135.22338,21.1,22,5.61,259,103.25,62.24,247.99,5.38L
4100604,4.51,passenger,2022-12-01,"346, New York City, NY, 10001",#e53db9,59.88271,26.2,16,1.07,263,84.91,65.05,252.3,13.91L
4100608,17.96,passenger,2022-10-11,"697, Seattle, WA, 98101",#b2bc86,41.80669,19.7,23,3.81,191,85.19,78.67,215.73,6.82L
4100611,7.53,car,2022-07-06,"89, Atlanta, GA, 30301",#37f582,42.42658,28.3,15,4.93,171,102.41,89.17,270.17,28.23L
4100614,8.57,car,2022-09-14,"299, San Francisco, CA, 94016",#535318,43.81114,27.9,26,1.14,201,103.54,67.09,172.01,12.74L
4100618,9.45,car,2022-09-19,"93, Portland, OR, 97035",#a03ad3,100.10873,20.7,19,5.11,237,95.02,75.68,270.86,19.99L
4100620,17.63,passenger,2022-07-04,"546, Portland, OR, 97035",#e73f9e,131.43485,18.2,17,2.51,252,95.34,80.87,190.41,20.47L
4100621,7.70,passenger,2022-11-04,"42, Portland, OR, 97035",#7b7b25,58.58099,29.9,25,3.06,272,105.01,73.05,173.53,17.56L
4100624,15.77,passenger,2022-08-25,"806, Dallas, TX, 75001",#e57671,163.487,19.2,24,5.59,276,91.5,82.87,205.17,24.87L
4100628,16.49,passenger,2022-11-25,"411, San Francisco, CA, 94016",#c0c8dc,87.35435,26.8,20,1.01,203,103.99,82.71,198.41,8.28L
4100629,14.18,passenger,2022-12-21,"325, Austin, TX, 73301",#a77a76,136.93316,21.0,17,3.82,280,89.84,74.88,178.44,3.25L
4100633,19.84,car,2022-10-21,"465, Los Angeles, CA, 90001",#6bc9f1,156.66909,22.0,17,2.06,235,109.96,64.22,243.88,20.75L
4100135,16.89,car,2022-12-09,"689, Los Angeles, CA, 90001",#11493e,32.89933,20.2,27,4.74,266,83.27,67.75,279.46,23.03L
4100136,11.65,car,2022-08-21,"742, New York City, NY, 10001",#18471d,140.54036,28.3,16,4.49,278,82.32,64.31,233.23,21.05L
4100138,16.83,car,2022-09-05,"706, Los Angeles, CA, 90001",#5c6e5e,31.91319,23.9,25,4.19,251,81.35,85.87,203.79,21.60L
4100139,17.48,car,2022-12-03,"644, Los Angeles, CA, 90001",#92dcee,154.2321,20.6,24,1.68,208,95.57,84.51,269.37,8.30L
4100140,7.94,car,2022-11-16,"883, San Francisco, CA, 94016",#0a4bc7,56.78393,17.3,26,5.94,181,98.81,73.55,276.47,8.74L
4100141,18.27,car,2022-12-27,"56, San Francisco, CA, 94016",#cea5bd,89.65691,16.3,22,1.85,208,87.25,88.92,210.33,8.59L
4100144,8.62,car,2022-08-02,"240, San Francisco, CA, 94016",#2d3eea,139.19317,26.7,19,1.76,177,109.16,82.34,202.04,24.47L
4100147,9.69,car,2022-07-14,"838, Portland, OR, 97035",#fe9924,111.73477,26.7,16,5.22,266,90.57,78.0,247.82,17.58L
4100148,3.15,car,2022-08-05,"655, New York City, NY, 10001",#3988f3,120.23865,23.4,23,3.78,267,107.93,78.64,184.6,28.92L
4100150,9.56,passenger,2022-08-04,"128, Dallas, TX, 75001",#99a816,44.43058,23.1,25,1.02,167,96.68,61.53,294.13,15.08L
4100151,19.29,passenger,2022-07-21,"744, New York City, NY, 10001",#072bfa,66.37429,25.7,22,3.19,243,89.85,84.96,217.66,23.80L
4100155,7.98,car,2022-12-18,"956, Portland, ME, 04101",#ddd955,177.6196,26.6,28,1.71,270,103.68,68.59,208.54,26.60L
4100156,14.19,passenger,2022-10-11,"23, San Francisco, CA, 94016",#803570,38.42278,25.8,25,2.69,272,106.33,83.75,184.43,20.56L
4100162,4.43,car,2022-10-25,"261, Atlanta, GA, 30301",#65ea94,36.89923,21.6,27,2.61,160,109.96,60.85,241.7,11.26L
4100164,12.32,car,2022-09-09,"935, San Francisco, CA, 94016",#c4d8a8,155.55544,18.0,27,1.88,220,84.55,62.19,280.06,18.65L
4100165,19.25,car,2022-12-25,"372, San Francisco, CA, 94016",#0cf197,175.66852,16.5,21,3.2,222,85.45,68.85,237.36,21.82L
4100166,9.98,car,2022-09-15,"258, Dallas, TX, 75001",#b436d6,82.04678,23.4,26,2.61,278,94.55,84.34,160.0,5.08L
4100172,7.35,car,2022-08-07,"767, Los Angeles, CA, 90001",#40cb4c,72.23988,20.6,27,5.29,226,83.29,81.92,196.66,16.99L
4100176,11.87,passenger,2022-12-24,"697, San Francisco, CA, 94016",#6128d7,118.17156,23.9,27,1.18,163,88.83,62.17,220.04,4.82L
4100179,7.86,passenger,2022-12-10,"717, Seattle, WA, 98101",#ca37f3,47.32596,26.0,15,2.64,234,87.95,61.95,201.06,28.50L
4100180,3.63,passenger,2022-09-10,"701, Atlanta, GA, 30301",#9796e5,35.17043,17.2,20,3.85,196,88.52,87.55,291.14,8.49L
4100182,16.34,passenger,2022-11-27,"879, San Francisco, CA, 94016",#23d1a7,110.97121,16.4,28,4.61,153,87.11,60.08,248.19,18.50L
4100184,3.84,passenger,2022-07-26,"846, San Francisco, CA, 94016",#776fd3,118.63646,17.7,21,3.02,159,102.65,81.62,181.21,10.25L
4100185,8.51,passenger,2022-07-13,"812, Atlanta, GA, 30301",#2af6b8,69.29048,26.8,16,1.93,192,99.02,63.87,288.46,27.70L
4100186,6.31,car,2022-11-07,"405, Boston, MA, 02215",#ffcaa7,173.97046,19.0,15,3.31,273,94.64,86.84,298.49,10.73L
4100187,7.76,car,2022-07-18,"531, San Francisco, CA, 94016",#6b18e4,121.48181,16.1,15,5.24,228,104.45,87.65,199.66,22.38L
4100188,13.31,passenger,2022-12-14,"854, San Francisco, CA, 94016",#0d4075,86.59914,28.0,26,5.99,261,89.96,79.0,247.21,24.14L
4100189,18.39,passenger,2022-07-03,"752, San Francisco, CA, 94016",#016b1c,61.30796,28.2,28,1.86,200,88.64,77.43,297.69,9.05L
4100190,17.67,car,2022-08-16,"849, Los Angeles, CA, 90001",#3f32a8,159.70403,26.4,20,4.96,248,87.92,61.79,256.6,15.12L
4100193,17.90,car,2022-08-26,"471, San Francisco, CA, 94016",#ddca72,93.75457,23.0,16,4.06,200,101.24,71.0,282.58,4.81L
4100197,3.73,car,2022-11-03,"81, Los Angeles, CA, 90001",#8bbf90,156.08242,17.0,20,1.97,197,99.36,60.6,299.31,29.55L
4100200,9.81,car,2022-11-07,"880, Boston, MA, 02215",#518452,68.84029,25.5,24,4.55,152,89.11,82.22,222.56,24.21L
4100201,8.10,car,2022-12-04,"475, Boston, MA, 02215",#5300b9,136.51343,23.8,23,3.05,218,101.88,86.1,215.41,20.52L
4100207,10.12,car,2022-07-11,"854, San Francisco, CA, 94016",#43f68d,143.4411,21.5,20,5.32,209,105.67,85.71,273.38,21.45L
4100210,6.29,passenger,2022-07-04,"460, San Francisco, CA, 94016",#bd621c,41.86969,20.5,28,1.49,219,88.4,76.39,249.78,29.53L
4100214,7.61,car,2022-07-14,"687, Portland, OR, 97035",#e544ef,47.36714,29.8,21,3.39,197,84.93,69.3,251.47,26.86L
4100215,12.92,car,2022-07-05,"123, Los Angeles, CA, 90001",#2eaa28,185.86215,22.4,26,3.69,188,103.82,72.14,206.44,28.43L
4100218,3.34,passenger,2022-07-21,"500, Boston, MA, 02215",#595326,125.6602,22.6,26,4.54,254,84.1,68.04,202.05,16.32L
4100220,4.45,car,2022-11-02,"844, New York City, NY, 10001",#3fdd06,179.52357,17.7,24,4.62,247,93.63,62.53,193.93,19.10L
4100225,9.28,passenger,2022-07-10,"368, San Francisco, CA, 94016",#a3a858,100.82906,26.6,20,3.29,178,102.51,65.67,207.68,22.84L
4100233,5.67,passenger,2022-09-04,"776, Austin, TX, 73301",#85ab5a,148.43869,17.5,27,1.45,180,88.51,89.16,201.05,28.51L
4100237,17.20,passenger,2022-10-15,"487, Boston, MA, 02215",#8da1e5,80.09977,26.3,15,3.4,184,102.52,89.26,277.93,24.85L
4100238,11.59,car,2022-07-15,"448, Seattle, WA, 98101",#c345f9,64.50329,21.9,19,3.2,179,89.6,64.29,174.62,23.51L
4100239,11.26,passenger,2022-10-03,"988, Dallas, TX, 75001",#36fefd,59.71162,16.5,21,3.9,260,91.27,61.59,284.08,8.08L
4100247,8.02,passenger,2022-10-26,"688, San Francisco, CA, 94016",#5f8df4,102.38922,15.6,18,3.53,277,83.1,82.51,199.64,9.55L
4100249,4.25,passenger,2022-08-09,"286, Atlanta, GA, 30301",#ecc3eb,143.28489,24.1,25,4.51,234,99.92,84.09,270.2,4.07L
4100254,10.17,passenger,2022-09-04,"322, Los Angeles, CA, 90001",#938641,80.44995,27.2,27,1.4,261,85.73,85.36,286.81,13.37L
4100255,17.16,passenger,2022-08-25,"516, New York City, NY, 10001",#bcd91f,129.41522,21.1,17,2.92,166,95.88,60.2,212.79,3.27L
4100256,6.10,car,2022-09-23,"983, Boston, MA, 02215",#40a0d2,101.69654,20.4,19,3.02,266,109.84,79.13,168.37,26.13L
4100257,6.79,passenger,2022-12-19,"86, Portland, OR, 97035",#b4d24b,174.82633,15.4,16,5.53,195,81.38,73.08,186.32,27.35L
4100259,8.64,passenger,2022-11-26,"956, Los Angeles, CA, 90001",#11be13,109.91883,28.7,22,1.64,151,89.0,75.5,264.36,4.76L
4100262,11.97,passenger,2022-12-19,"362, Los Angeles, CA, 90001",#5368d8,180.7728,16.4,26,4.46,248,85.67,67.52,231.29,26.83L
4100265,7.07,passenger,2022-07-21,"749, San Francisco, CA, 94016",#906bef,171.94259,22.4,22,3.58,253,97.84,78.64,225.4,29.22L
4100270,12.38,car,2022-09-17,"633, Austin, TX, 73301",#2254b9,162.34466,28.7,25,4.2,167,107.01,60.55,189.6,10.18L
4100271,9.49,car,2022-12-05,"34, Los Angeles, CA, 90001",#0b011a,102.86796,23.7,27,5.17,166,82.71,82.69,260.54,3.63L
4100273,13.23,passenger,2022-09-14,"740, Los Angeles, CA, 90001",#86cfd7,52.10403,22.1,21,5.79,168,84.82,66.29,280.27,4.96L
4100278,15.89,car,2022-09-14,"900, Los Angeles, CA, 90001",#1b2703,122.86695,22.3,20,3.0,188,87.38,74.55,271.98,15.02L
4100287,3.78,car,2022-12-19,"74, Los Angeles, CA, 90001",#f4e038,108.93814,19.6,24,1.79,159,91.93,67.04,236.04,27.24L
4100288,16.64,passenger,2022-09-01,"79, Dallas, TX, 75001",#127954,170.02035,19.9,24,5.41,193,84.1,87.61,274.0,15.89L
4100289,14.73,passenger,2022-08-08,"709, Los Angeles, CA, 90001",#780e32,136.14004,17.3,23,1.63,261,89.87,67.46,292.48,24.23L
4100291,15.60,passenger,2022-08-15,"404, New York City, NY, 10001",#8772c0,116.69156,17.9,16,4.86,227,88.65,63.66,177.3,20.62L
4100296,13.26,car,2022-07-02,"954, Seattle, WA, 98101",#6de168,60.78906,26.1,20,2.58,237,101.56,86.79,240.81,8.02L
4100299,8.31,passenger,2022-08-28,"374, San Francisco, CA, 94016",#cda119,93.76819,17.3,25,4.91,215,100.44,66.39,219.2,27.45L
4100300,14.62,passenger,2022-07-27,"293, New York City, NY, 10001",#76f481,88.57132,20.0,21,1.46,172,98.41,86.84,233.43,11.89L
4100301,6.71,car,2022-12-15,"736, New York City, NY, 10001",#f597c7,119.99564,20.1,19,3.49,232,104.61,83.79,216.92,9.86L
4100303,14.46,passenger,2022-09-19,"874, San Francisco, CA, 94016",#6fe541,67.63865,26.5,16,3.9,272,105.52,60.29,245.8,20.70L
4100306,4.91,passenger,2022-07-12,"576, Portland, OR, 97035",#c964dc,180.53752,18.0,28,2.77,154,80.07,67.51,289.07,25.62L
4100308,12.79,car,2022-09-06,"583, Boston, MA, 02215",#2b5207,181.15241,25.2,25,4.4,161,105.68,72.16,297.46,15.40L
4100309,9.95,car,2022-08-19,"137, Portland, ME, 04101",#4307e0,159.8105,23.1,22,1.8,199,83.37,63.15,246.94,4.35L
4100312,19.19,passenger,2022-08-26,"281, San Francisco, CA, 94016",#a4062a,188.45723,24.8,16,1.44,164,101.06,85.66,211.96,8.38L
4100315,11.49,passenger,2022-10-04,"32, Los Angeles, CA, 90001",#caa2b2,139.92609,24.0,16,1.24,178,89.38,78.73,293.47,6.84L
4100317,13.88,car,2022-10-26,"567, New York City, NY, 10001",#f7487a,65.75726,18.6,21,2.52,250,95.05,70.32,249.53,25.18L
4100321,18.09,car,2022-11-09,"642, Los Angeles, CA, 90001",#9e97e4,55.72685,25.8,22,5.62,255,98.55,85.46,208.43,9.46L
4100324,5.96,car,2022-09-15,"950, Dallas, TX, 75001",#e84250,87.47881,26.2,17,3.87,208,91.76,68.76,177.1,14.75L
4100330,10.67,passenger,2022-07-13,"121, Boston, MA, 02215",#0bdb49,94.03359,24.7,17,1.92,204,103.82,87.88,208.08,8.66L
4100335,6.89,car,2022-10-12,"518, San Francisco, CA, 94016",#c4b246,93.08989,18.5,25,5.88,266,109.35,72.43,178.07,11.83L
4100337,17.20,car,2022-11-12,"269, New York City, NY, 10001",#5a02b9,167.88969,21.1,28,5.71,187,80.56,63.06,278.52,17.36L
4100338,9.97,passenger,2022-07-07,"529, New York City, NY, 10001",#564331,172.48627,25.8,18,1.18,196,97.89,89.38,168.24,18.42L
4100342,14.37,passenger,2022-10-14,"561, Dallas, TX, 75001",#306a6b,50.55012,17.3,24,5.86,236,101.62,73.67,280.13,8.48L
4100346,13.22,car,2022-07-04,"535, San Francisco, CA, 94016",#62c908,68.67279,26.8,26,5.36,279,105.4,71.73,289.05,25.06L
4100347,19.91,passenger,2022-10-02,"943, Portland, OR, 97035",#51c604,123.00484,15.3,18,5.01,224,105.68,76.8,259.59,26.56L
4100349,18.15,car,2022-08-04,"504, Boston, MA, 02215",#47249a,109.85189,25.2,24,5.16,225,100.45,89.77,279.65,19.62L
4100350,7.19,passenger,2022-09-19,"585, Los Angeles, CA, 90001",#e8a48b,94.78535,27.8,19,5.29,205,87.17,88.49,247.45,16.14L
4100351,15.38,car,2022-08-12,"626, San Francisco, CA, 94016",#2bc2f4,89.84369,29.4,28,4.57,174,106.75,79.63,164.82,6.74L
4100352,16.27,car,2022-11-08,"160, Dallas, TX, 75001",#57a9d2,77.48554,21.9,19,4.37,269,90.72,73.69,201.99,29.72L
4100363,7.39,car,2022-10-01,"551, Boston, MA, 02215",#6076be,100.43675,23.5,19,1.94,165,90.62,80.54,186.37,15.91L
4100369,12.23,car,2022-08-24,"768, Boston, MA, 02215",#751caf,97.6845,24.0,19,1.7,275,108.58,74.47,220.26,9.54L
4100374,4.22,passenger,2022-11-17,"852, Austin, TX, 73301",#4930a4,107.30469,21.1,20,3.44,226,90.64,72.35,180.8,18.40L
4100375,5.64,passenger,2022-12-24,"257, San Francisco, CA, 94016",#7b4876,189.8999,22.1,23,2.04,189,83.57,89.66,293.12,13.82L
4100376,6.14,passenger,2022-10-15,"607, Dallas, TX, 75001",#7ea69a,80.78634,19.7,25,2.32,247,100.14,80.66,277.32,21.27L
4100378,15.50,car,2022-08-15,"661, San Francisco, CA, 94016",#4663d9,142.01807,27.2,28,5.89,189,100.75,80.28,237.59,9.79L
4100379,12.85,passenger,2022-11-03,"251, Seattle, WA, 98101",#175662,180.98868,17.0,25,3.22,182,95.09,78.93,285.15,13.30L
4100380,14.78,car,2022-10-27,"625, Atlanta, GA, 30301",#77ce6f,90.48248,28.4,15,5.62,212,88.21,73.51,182.82,29.28L
4100382,16.05,car,2022-10-12,"662, Atlanta, GA, 30301",#b26e25,133.86586,17.1,28,1.73,241,101.7,62.38,243.71,7.00L
4100383,6.97,car,2022-11-20,"510, San Francisco, CA, 94016",#9baf18,173.72116,20.4,28,5.75,195,82.8,64.54,264.33,7.46L
4100385,11.13,car,2022-08-18,"158, Dallas, TX, 75001",#b9eb44,114.86774,16.7,21,5.89,234,103.32,72.21,183.21,27.97L
4100386,7.44,car,2022-11-19,"858, San Francisco, CA, 94016",#7135aa,62.07563,29.1,23,1.03,251,99.3,65.7,283.04,27.16L
4100388,17.75,passenger,2022-08-07,"383, New York City, NY, 10001",#4f7f64,116.72558,19.5,18,5.96,200,83.33,66.81,164.2,19.22L
4100390,15.20,car,2022-12-07,"732, Los Angeles, CA, 90001",#e595f1,155.40173,17.5,23,3.55,204,106.68,68.11,292.19,5.94L
4100392,14.31,passenger,2022-09-08,"247, Atlanta, GA, 30301",#a0509b,83.11623,27.0,27,2.45,204,104.03,73.57,177.55,3.52L
4100400,8.57,car,2022-10-25,"643, Portland, OR, 97035",#e65b55,127.27078,23.9,15,1.25,185,97.29,76.12,254.08,22.96L
4100404,10.75,passenger,2022-09-23,"45, Portland, OR, 97035",#a95c83,144.81631,20.0,17,4.65,158,91.59,83.23,168.5,6.05L
4100412,18.41,car,2022-07-28,"95, San Francisco, CA, 94016",#6f0835,95.93527,20.7,28,5.94,260,101.21,82.55,175.3,21.56L
4100413,8.11,passenger,2022-11-04,"590, San Francisco, CA, 94016",#ce8938,131.58167,27.9,17,1.17,157,85.31,83.03,217.56,4.25L
4100414,3.16,car,2022-10-23,"620, Los Angeles, CA, 90001",#204612,153.87242,24.4,15,1.25,249,97.8,88.53,170.21,6.88L
4100417,10.38,passenger,2022-10-22,"202, San Francisco, CA, 94016",#53dab2,172.88989,28.6,24,5.36,199,90.27,79.29,204.71,6.72L
4100419,19.60,passenger,2022-11-14,"590, San Francisco, CA, 94016",#292ff7,128.63143,27.8,19,5.3,271,86.74,62.62,289.75,26.01L
4100421,5.15,car,2022-08-24,"357, Boston, MA, 02215",#e1105f,74.79861,28.5,19,2.94,176,106.84,83.78,197.68,8.33L
4100427,12.39,car,2022-08-27,"690, San Francisco, CA, 94016",#9b1ef1,57.87745,28.7,22,2.95,163,83.57,77.87,216.43,27.41L
4100428,14.91,car,2022-09-04,"129, New York City, NY, 10001",#984a9b,61.71242,25.3,16,2.49,245,100.32,73.79,233.72,8.15L
4100432,13.80,car,2022-07-25,"542, Austin, TX, 73301",#78ec00,40.42223,23.6,23,1.89,189,102.12,62.51,162.62,25.07L
4100443,8.62,passenger,2022-08-13,"198, Atlanta, GA, 30301",#8c5ece,129.03483,24.7,19,3.53,279,90.67,67.09,196.38,25.56L
4100447,15.67,passenger,2022-12-26,"647, San Francisco, CA, 94016",#50517d,144.12302,21.1,22,1.16,156,90.89,85.3,259.71,25.46L
4100450,13.63,passenger,2022-12-21,"36, Dallas, TX, 75001",#2ce0ad,72.31468,26.5,19,5.67,274,108.47,69.0,166.02,17.50L
4100460,7.77,passenger,2022-12-14,"791, San Francisco, CA, 94016",#149acb,137.79323,20.8,15,1.44,265,97.88,66.55,291.11,25.18L
4100462,4.37,passenger,2022-11-01,"202, Atlanta, GA, 30301",#5768dd,60.24664,15.3,27,3.36,187,85.76,67.77,177.85,8.72L
4100463,6.05,passenger,2022-08-14,"85, New York City, NY, 10001",#5f2195,132.85491,24.7,24,3.52,218,94.81,77.05,258.37,18.47L
4100464,9.98,car,2022-10-07,"765, New York City, NY, 10001",#5a2ef1,161.64365,19.6,24,4.69,154,91.97,84.77,174.68,25.80L
